Date,Country,Newspaper,Headline,Link,Summary
"January 23, 2026",Burundi,Iwacu,Regularization of farmers: a recensement that hides a crisis,https://www.iwacu-burundi.org/regularisation-des-agriculteurs-un-recensement-qui-cache-une-crise/,"- The Burundian government launched a nationwide survey to identify farmers affected by delays in fertilizer distribution, aiming to address grievances from those who paid but did not receive supplies.
- Experts warn that requiring farmers to certify land sizes may complicate access to aid, risk inaccuracies, and potentially lead to corruption, especially given the rural context and land fragmentation.
- The crisis highlights ongoing issues with fertilizer management, financial irregularities involving the Fomi company, and the fragility of small farmers facing poor harvests and financial hardship."
"January 23, 2026",Cabo Verde,A Nação,The courage to follow your own path,https://www.anacao.cv/noticia/2026/01/23/a-coragem-de-seguir-o-seu-proprio-caminho/,"- Janini Andrade, a woman from Cape Verde, transitioned from studying law to pursuing a career in beauty and aesthetics, eventually founding her own successful studio.
- Despite facing barriers like limited funding and gender stereotypes, she leads a team of six women and aims to expand her business while empowering other women.
- Her story emphasizes resilience, consistency, and the importance of following one's passion despite challenges."
"January 23, 2026",Cambodia,Thmey Thmey,Presence of flights from Russia to Cambodia will boost tourism and investment,https://thmeythmey.com/detail/155696,"- Flights from Russia to Cambodia are now available, expected to increase tourism and investment.
- The new flight route aims to strengthen economic and cultural ties between the two countries.
- Authorities believe this development will boost Cambodia's tourism industry and attract more foreign investment."
"January 23, 2026",Cameroon,Cameroon Tribune,Preparations for the World Trade Organization Ministerial Conference: The need to accelerate the pace,https://www.cameroon-tribune.cm/articles/10839/fr/preparatifs-de-la-conference-ministerielle-de-lomc-il-faut-accelerer-le-rythme,"- Cameroon is preparing for the 14th WTO Ministerial Conference scheduled for March 26-29, with efforts focused on accelerating logistical and administrative arrangements.
- Key issues include resolving delays in customs procedures, securing funding, and completing venue renovations at the Hôtel Mont-Febe and the Palais des Congrès.
- The government emphasizes the urgency of streamlining processes and mobilizing resources to ensure a successful hosting of the international event."
"January 23, 2026",Canada,CBC News,Trump says he's withdrawing invitation for Carney to join his Gaza 'Board of Peace,https://www.cbc.ca/news/politics/trump-board-of-peace-canada-uninvited-carney-letter-9.7057437,"- Donald Trump announced he is withdrawing Prime Minister Mark Carney's invitation to join his Gaza ""Board of Peace"" initiative, which aims to rebuild Gaza and includes 35 countries.
- The initiative has faced criticism for lacking UN endorsement and for its potential to rival the UN, with some traditional allies like France and the UK rejecting participation.
- Trump also extended invitations to Russia's Putin and threatened tariffs on France, while Canada’s finance minister stated Canada will not pay the $1 billion fee for a permanent seat on the board."
"January 23, 2026",Central African Republic,Radio Ndeke Luka,End of the road for residents of the 4th and 7th districts of Bangui after road rehabilitation completion,https://www.radiondekeluka.org/95959-bangui-satisfaction-des-habitants-des-4eme-et-7eme-arrondissements-apres-a-lachevement-des-travaux-de-routes,Summary not available.
"January 23, 2026",Chad,Alwihda Info,Elon Musk at Davos 2026: a vision of technological abundance,https://www.alwihdainfo.com/Elon-Musk-a-Davos-2026-une-vision-d-abondance-technologique_a147664.html,"- Elon Musk participated in Davos 2026, emphasizing the potential of solar energy, AI, and Starlink to drive technological abundance, especially in Africa.
- He highlighted opportunities for Africa's electrification, digital connectivity, and leapfrogging development stages through these technologies.
- Musk criticized European regulations and urged developing countries to adopt flexible frameworks to accelerate innovation and growth."
"January 23, 2026",Chile,emol.com,The debate over constructing buffer zones to separate rural and urban areas after fires in the south,https://www.emol.com/noticias/Nacional/2026/01/22/1189325/incendios-biobio-nuble-franjas-proteccion.html,"- Experts and government officials debate implementing buffer zones between rural and urban areas to prevent wildfires, criticizing current lack of regulation and planning.
- Proposals include creating protected open spaces and establishing mandatory firebreaks, with some suggesting zones of 1-2 km to reduce fire spread and improve safety.
- The Minister of Housing emphasizes passing legislation to enforce these boundaries and control urban expansion into fire-prone rural and forested areas."
"January 23, 2026",China,Xinhua News Agency,Xi says China's high-quality development to provide more opportunities for cooperation with Brazil,https://english.news.cn/20260123/bbc28fccb1fa4eaab607bd716b4a8713/c.html,"- Chinese President Xi Jinping stated that China's focus on high-quality development and open policies will create more opportunities for cooperation with Brazil.
- The remarks were made during a phone call with Brazilian President Luiz Inacio Lula da Silva.
- The statement emphasizes China's commitment to mutually beneficial international partnerships."
"January 23, 2026",Colombia,El Tiempo,"Mayor Galán reports on a strong explosion in Santa Fe neighborhood, in downtown Bogotá: 'A grenade was thrown",https://www.eltiempo.com/bogota/alcalde-carlos-fernando-galan-entrega-reporte-sobre-fuerte-explosion-en-barrio-santa-fe-en-el-centro-de-bogota-este-22-de-enero-lanzaron-granada-3526483,"- Bogotá's mayor reports a powerful explosion in the Santa Fe neighborhood, downtown Bogotá, caused by a grenade thrown, resulting in 13 injuries and one death.  
- The incident occurred around 9:08 p.m. on January 22, with authorities confirming the attack.  
- The explosion has prompted an official investigation into the incident."
"January 23, 2026",Comoros,Al Watwan,Training of ORTC agents on AI to improve production quality,https://alwatwan.net/societe/formation-des-agents-de-l’ortc-sur-l’ia-pour-une-amélioration-de-la-qualité-de-la-production.html,"- The Office of Radio and Television of the Comoros (ORTC) completed a five-day training on artificial intelligence (AI) and cloud computing, focusing on content generation, video optimization, and audiovisual production standards.
- Tunisian trainers from the Arab States Broadcasting Union (ASBU) led the sessions, with commitments to provide ongoing support and future training, including free online courses.
- Participants and officials expressed satisfaction, highlighting the training's role in enhancing professional skills and improving audiovisual production quality in the country."
"January 23, 2026",Congo,Les Dépêches de Brazzaville,Digital: Akiéni Academy Highlights Young Congolese Talents,https://www.adiac-congo.com/content/numerique-akieni-academy-met-en-lumiere-de-jeunes-talents-congolais-168727,"- Akiéni Academy in Congo is hosting a conference on January 29-30 to showcase digital skills and launch its 2026 cohort, focusing on practical training in digital development.
- The initiative aims to equip young people with digital competencies to meet market needs and support Congo's digital transformation.
- Participants will work on real-world projects, highlighting talent, skills, and innovative solutions in the digital field."
"January 23, 2026",Costa Rica,La Nación,Car armored vehicle of José Aguilar's family became a controversy point in a Multimedios debate,https://www.nacion.com/politica/carro-blindado-de-la-familia-de-jose-aguilar-fue/2BMWBGNZHNGGVAGMA6ZWWDSXTY/story/,"- José Aguilar, a presidential candidate, brought controversy during a debate after mentioning his family’s armored car, citing security concerns due to national violence.
- During the debate, opposition figures criticized politicians with armored vehicles, suggesting they are disconnected from ordinary citizens suffering from insecurity.
- Aguilar responded by emphasizing his commitment to security measures for his family, while others called for calm and highlighted the broader violence crisis in the country."
"January 23, 2026",Côte d'Ivoire,Fraternité Matin,A new era begins with Coulibaly Brehima leading the General Directorate at Sodefor,https://www.fratmat.info/article/2639516/economie/sodefor-une-nouvelle-ere-souvre-avec-coulibaly-brehima-a-la-tete-de-la-direction-generale,"- Coulibaly Brehima has been appointed as the new Director General of Sodefor, succeeding Sangaré Mamadou who retired after long service.
- The official handover ceremony was held in Abidjan, with high-level officials and stakeholders in attendance, emphasizing the institution's importance.
- Brehima pledged to continue efforts against deforestation and promote sustainable forest management in Côte d’Ivoire."
"January 23, 2026",Croatia,24sata,"Croatian Innovation: How Croats Are Cheating on Incentives for Figs, Games, Tulips...",https://www.24sata.hr/news/kako-varaju-hrvati-poticaji-za-smokve-igrice-tulipane-1102851?24sata_ref=frontpage-home,"- Croatians have been caught cheating on government incentives for various projects, including fig cultivation, gaming, and tulip farming.
- A notable case involves Viktorija Knežević and Darko Liović, who were detained for allegedly misappropriating funds related to a city project and an online voting app.
- The article highlights the most creative frauds investigated by the European Public Prosecutor's Office (EPPO) over the past five years in Croatia."
"January 23, 2026",Cyprus,Phileleftheros,Trump escalates pressure on Tehran: Massive American fleet moves toward the Persian Gulf,https://www.philenews.com/kosmos/diethni/article/1672500/o-trab-klimakoni-tin-piesi-stin-techerani-peloria-amerikaniki-armada-kinite-pros-ton-persiko-kolpo/,"- U.S. President Donald Trump announced the deployment of a large naval force toward the Persian Gulf to increase pressure on Iran, though no immediate military action is planned.
- The move follows recent threats and tense rhetoric between the U.S. and Iran, with Iran warning of severe consequences if attacked.
- The U.S. also ordered the aircraft carrier USS Abraham Lincoln to move to the Middle East amid ongoing regional tensions."
"January 23, 2026",Czechia,Novinky.cz,Thousands of victims of usurers systematically lose their homes and apartments,https://www.novinky.cz/clanek/ekonomika-tisice-obeti-lichvaru-systematicky-pripravuji-lidi-o-domy-a-byty-40559069,"- Loan sharks in the Czech Republic systematically target already indebted or vulnerable individuals, offering quick, seemingly helpful loans that ultimately lead to the loss of their homes and properties.
- These predatory lenders use various strategies, including online ads and targeted flyers, to bypass regulations, often involving high-interest rates and hidden fees, and sometimes coercive legal procedures like notarized agreements for quick foreclosure.
- Vulnerable groups, such as small business owners and individuals in financial crisis, are especially at risk, with some lenders exploiting legal loopholes to seize property without proper regulatory oversight."
"January 23, 2026",North Korea,NK News (independent specialist source),On cautious footing: Where North Korea-China ties stand after a year of detente,https://www.nknews.org/2026/01/on-cautious-footing-where-north-korea-china-ties-stand-after-a-year-of-detente/,"- North Korea and China have cautiously improved their relationship over the past year, with high-level diplomacy and increased trade, but the cooperation remains fragile and reversible.
- Despite some positive signs, North Korea's diplomatic focus is still largely on Russia, and the recent rapprochement with China appears to be a cautious recalibration rather than a full reset.
- Cross-border movement has resumed in limited ways, but overall engagement between the two countries remains cautious and carefully managed."
"January 23, 2026",Democratic Republic of the Congo,Radio Okapi,The Government initiates a framework to restore state authority in Uvira,https://radiookapi.net/2026/01/23/actualite/politique/le-gouvernement-initie-un-cadre-de-reflexion-pour-restaurer-lautorite,"- The Congolese government held a two-day national workshop in Kinshasa to analyze security issues and restore state authority in Uvira, South Kivu.
- Authorities, led by Vice-Premier Jacquemain Shabani, highlighted ongoing threats from residual armed groups and the misleading withdrawal of the M23 rebels.
- Concerns include unregulated border reopening and incomplete deployment of security forces, risking instability and targeted violence in the region."
"January 23, 2026",Denmark,DR (Danish Broadcasting Corporation),Denmark was ready for battle: Here is the order for Danish soldiers in Greenland,https://www.dr.dk/nyheder/indland/danmark-var-klar-til-kamp-her-er-ordren-til-de-danske-soldater-i-groenland,"- Danish soldiers in Greenland were ordered last week to be prepared with live ammunition and to strengthen military presence, amid fears of potential US aggression.
- The operation, called 'Arctic Endurance,' involved rapid deployment of troops and military assets, including armored units, engineers, and NATO allies, to demonstrate sovereignty.
- The heightened military readiness was a response to tensions surrounding Greenland's sovereignty, which was temporarily escalated by US President Trump's controversial statements, but later de-escalated."
"January 23, 2026",Djibouti,La Nation,Stakeholders review Seychelles’ biodiversity targets ahead of global submission,https://nation.sc/articles/29060/stakeholders-review-seychelles-biodiversity-targets-ahead-of-global-submission,"- Seychelles held a workshop to review progress on its biodiversity targets ahead of submitting reports to the global Kunming-Montreal Biodiversity Framework.  
- The event involved various stakeholders assessing the country's efforts to meet international biodiversity conservation goals.  
- The review aims to ensure Seychelles aligns with global commitments to protect its natural environment."
"January 23, 2026",Dominica,The Chronicle,Dominica's 2025 Budget Charts a Bold Course for Recovery,https://www.dom767.com/news/dominicas-2025-budget-charts-a-bold-course-for-recovery/,"- Dominica's 2025 budget outlines a bold plan focused on economic recovery and development.
- Recent government updates include infrastructure projects, airspace restrictions lifted, and concessions on imports.
- Community events and public services, such as mobile confirmation visits, are actively ongoing."
"January 23, 2026",Dominican Republic,ALMOMENTO.NET,Abinader recovers from virus and resumes his schedule this Friday,https://almomento.net/abinader-se-recupera-de-virus-y-retoma-este-viernes-su-agenda/,"- Dominican President Luis Abinader has recovered from a viral cold and will resume his official activities this Friday.
- He has been monitoring his duties from home and staying in contact with officials during his recovery.
- Abinader expressed gratitude to the public and media for their concern about his health."
"January 23, 2026",El Salvador,El Diario de Hoy,Government proposes new entity to replace CENDEPESCA,https://www.eldiariodehoy.com/noticias/nacionales/gobierno-propone-nuevo-ente-que-sustituya-a-cendepesca/58306/2026/,"- The Salvadoran government proposes creating a new autonomous entity, the Salvadorean Authority of Blue Economy (ASEA), to replace CENDEPESCA, which currently manages fishing and aquaculture policies.
- ASEA will oversee sustainable fishing, aquaculture, and related activities, with a focus on the blue economy, and will be led by a director appointed by the president.
- The transition involves transferring assets and resources from the Ministry of Agriculture and CENDEPESCA to ASEA, which will have broader regulatory and development responsibilities in marine resource management."
"January 23, 2026",Equatorial Guinea,AHORAEG,Senegal Proclaims African Champion After Defeating Morocco in a Controversial Final,https://ahoraeg.com/deportes/2026/01/19/senegal-se-proclama-campeon-de-africa-tras-vencer-a-marruecos-en-una-final-marcada-por-la-polemica/,"- The article reports that Senegal has been declared the African champion after winning a final against Morocco.  
- The final match was controversial, implying there were disputes or irregularities during the game.  
- The website hosting the article is currently blocked by Cloudflare security, preventing access to the full content."
"January 23, 2026",Eritrea,Shabait.com,Meetings on Objective Situation in the Homeland,https://shabait.com/2026/01/22/meetings-on-objective-situation-in-the-homeland/,"- Eritrean nationals in Switzerland, Saudi Arabia, and Qatar held meetings to discuss the country's current situation and ways to strengthen organizational efforts for national development.
- Participants expressed commitment to cultural preservation, community development, and supporting national programs, including education initiatives like Al-Simud Boarding School.
- Leaders highlighted ongoing political, educational, and diplomatic activities, emphasizing the community's role in contributing to Eritrea's development plans for 2026."
"January 23, 2026",Eswatini,Times of Eswatini,Sugar cane farmers warn of shutdown amid proposed tariff hike,https://www.times.co.sz/news/readmore.php?bhsadjgfoh=Sugar+cane+farmers+warn+of+shutdown+amid+proposed+tariff+hike&yiphi=2635&bvhdgsj=News,"- Sugarcane farmers in Eswatini warn that a proposed 20.67% electricity tariff increase could force them to shut down production due to reliance on affordable power for irrigation.
- The electricity company cites rising import costs and damages from storms and vandalism as reasons for the tariff hike, which farmers say threatens their livelihoods.
- Farmers and the public criticize the process, calling for government intervention and greater public involvement in the utility's ownership and decision-making."
"January 23, 2026",Ethiopia,Ethiopian News Agency (ENA),"Comprehensive Reform Enables Ethiopia to Navigate Shocks, Says Finance Minister",https://www.ena.et/web/eng/w/eng_8170058,"- Ethiopia's comprehensive reforms over the past seven years have strengthened its resilience against shocks like COVID-19, droughts, and debt issues.
- These reforms include investments in agriculture, infrastructure, and macroeconomic policies that improved revenue mobilization and debt management.
- The country's strategic regional investments, including energy exports and airline connectivity, enhance regional stability and economic integration."
"January 23, 2026",Fiji,Fiji Times,Drug link to cartels | More arrested in $1.2 billion cocaine bust,https://www.fijitimes.com.fj/drug-link-to-cartels-more-arrested-in-1-2b-cocaine-bust/,"- Fiji authorities seized over 2.6 tonnes of cocaine worth $1.2 billion, linked to international cartels and smuggled via narco-submarines.
- Six individuals, including four Ecuadorian nationals and two Fijians, have been arrested and face minimum 20-year jail sentences; investigations are ongoing.
- Police emphasize regional cooperation and public support in disrupting transnational drug trafficking networks."
"January 23, 2026",Finland,YLE (Finnish Broadcasting Company),A Finnish startup claims to have invented a revolutionary battery that charges in five minutes and lasts the lifetime of a car. A professor is shocked by the claims.,https://yle.fi/uutiset/lyhyesti/74-20204751,"- A Finnish startup, Donut Lab, claims to have developed a revolutionary battery that charges in five minutes and lasts for the lifetime of a car, but a university professor considers some of these claims impossible.  
- The company has garnered attention for its ambitious technology, though experts remain skeptical about the feasibility of such a battery.  
- The news highlights ongoing debates about technological breakthroughs and the importance of scientific validation."
"January 23, 2026",France,Le Monde,Donald Trump Launches His Peace Council in Davos: The European Union Expresses Serious Doubts About the Project,https://www.lemonde.fr/international/article/2026/01/22/donald-trump-lance-son-conseil-de-la-paix-a-davos-35-pays-adherent-la-france-et-le-royaume-uni-refusent_6663733_3210.html,"- Donald Trump announced the launch of his Peace Council in Davos, aiming to promote peace initiatives.
- The European Union expressed serious doubts about the viability and intentions of Trump's peace project.
- The controversy highlights ongoing international skepticism regarding Trump's diplomatic efforts."
"January 23, 2026",Gabon,Gabonews,Les Lakers in search of discipline: Redick reshuffles his cards after a disappointing December,https://www.gabonews.ga/sports/basketball/48/les-lakers-en-quete-de-discipline-redick-remanie-ses-cartes-apres-un-mois-de-decembre-decevant/,"- The Los Angeles Lakers are struggling with discipline and execution, leading coach JJ Redick to make strategic changes after a disappointing December record of 5 wins and 7 losses.
- Redick emphasizes the need for better focus, energy, and fundamental execution, highlighting standout defender Jake LaRavia and the importance of team effort.
- The team faces injury concerns with Rui Hachimura out for two games and Gabe Vincent uncertain, impacting their upcoming road trip."
"January 23, 2026",Gambia,The Point,Man facing 23 charges urged to produce D4.5 million title deed for bail,https://thepoint.gm/africa/gambia/headlines/man-facing-23-charges-urged-to-produce-d4-5m-title-deed-for-bail,"- Manjang Cham, facing 23 charges of obtaining money by false pretence, was ordered to produce a D4.5 million property title deed in his or a third party's name as bail security in the Greater Banjul Area.
- He allegedly defrauded multiple individuals of over D3.6 million by falsely promising to secure Canadian and Spanish visas for various events and trips.
- The case was adjourned to January 22, 2026, for the first witness to testify."
"January 23, 2026",Georgia,Civil Georgia,"In First ‘Sidewalk’ Protest Ruling, Judge Issues Verbal Warning",https://civil.ge/archives/718360,"- A protester, Rezi Dumbadze, was found guilty of obstructing movement by standing on a sidewalk during a demonstration in Tbilisi, Georgia, and received a verbal warning from the judge.
- This is the first case where a judge has issued a verbal warning for such an offense, amid ongoing protests and legal changes criminalizing obstruction of pedestrian movement.
- Many similar cases have been dismissed or reclassified, reflecting judicial reluctance to impose detention for standing on a sidewalk during protests."
"January 23, 2026",Germany,Der Spiegel,How Europe is responding to Donald Trump,https://www.spiegel.de/politik/groenland-eu-verspricht-investitionen-und-mehr-militaerpraesenz-a-309931a6-3bd6-433d-a825-9f5346b38a6f,"- Europe is responding to U.S. President Donald Trump's recent actions by promising increased investments and military presence in Greenland, and planning to eliminate tariffs on many U.S. imports.
- The EU is also planning retaliatory tariffs worth 93 billion euros in reaction to U.S. trade threats related to Greenland and other disputes.
- European leaders emphasize strengthening NATO's ability to defend itself amid tensions with the U.S. and Trump’s trade policies."
"January 23, 2026",Ghana,Joy News,"Star Oil is leaving as a minority voice, not because it was sidelined – COMAC Boss",https://www.myjoyonline.com/star-oil-is-leaving-as-a-minority-voice-not-because-it-was-sidelined-comac-boss/,"- Star Oil's decision to suspend its membership from the Chamber of Oil Marketing Companies (COMAC) was due to its minority position on a key industry policy, not because it was sidelined.
- COMAC's chairman emphasized that decisions, including the fuel price floor policy, are made democratically with majority support, and the policy remains popular among members.
- The chamber respects Star Oil's choice to step aside, reaffirming that policies move forward based on broad consensus, regardless of company size."
"January 23, 2026",Greece,Kathimerini,Prime Minister Kyriakos Mitsotakis: European-American relations must remain functional,https://www.kathimerini.gr/politics/564037573/kyr-mitsotakis-oi-eyroatlantikes-scheseis-na-diatirithoyn-se-leitoyrgiko-epipedo/,"- Greek Prime Minister Kyriakos Mitsotakis emphasizes the importance of maintaining functional Euro-Atlantic relations, especially amidst recent tensions, to ensure stability and mutual benefit.
- He highlights Greece's strategic interest in Middle Eastern peace efforts and the need for European involvement in initiatives like the ""Peace Council.""
- Mitsotakis underscores clear red lines regarding Greenland's sovereignty and stresses the importance of protecting the Arctic, aligning with NATO and US interests."
"January 23, 2026",Grenada,NOW Grenada,IMF releases 2025 Article IV Consultation Report on Grenada,https://nowgrenada.com/2026/01/imf-releases-2025-article-iv-consultation-report-on-grenada/,"- The IMF's 2025 Article IV Consultation report praises Grenada's economic health, highlighting positive growth prospects and limited exposure to global trade risks.
- The report confirms Grenada's public debt remains sustainable, despite ongoing external arrears to Trinidad and Tobago and Algeria, which the government is working to resolve.
- Grenada commits to its Fiscal Resilience Framework, aiming for a 60% debt-to-GDP ratio by 2035, and continues to prioritize key investments like the Project Polaris health initiative."
"January 23, 2026",Guatemala,Prensa Libre,Communes declare emergency due to traffic collapse and urge the government to activate funds for the metro,https://www.prensalibre.com/guatemala/comunitario/comunas-declaran-emergencia-por-colapso-vial-y-piden-al-gobierno-activar-fondos-para-el-metro-breaking/,"- Several municipalities in Guatemala's capital and surrounding areas declared a state of emergency due to severe traffic congestion, urging the government to activate funds for metro and rail projects.
- The local authorities emphasized that the mobility crisis impacts daily life, economy, and safety, and called for urgent government action to allocate the Q1,200 million designated in the national budget for metro development.
- They highlighted that the city is ready to proceed with the projects once the government issues the necessary legal agreements, with the funds already approved in the national budget."
"January 23, 2026",Guinea,MediaGuinee.com,Mamadi Doumbouya Accepts the Resignation of the Bah Oury Government,https://mediaguinee.com/2026/01/mamadi-doumbouya-accepte-la-demission-du-gouvernement-bah-oury-officiel/,"- Guinean President Mamadi Doumbouya has officially accepted the resignation of Prime Minister Amadou Oury Bah and his government.  
- The government resignation was presented and accepted on January 22, 2026, with Doumbouya instructing officials to handle ongoing affairs.  
- The move indicates a government reshuffle or political change in Guinea."
"January 23, 2026",Guinea Bissau,No Pintcha,Bissau and Abidjan strengthen relations in the field of Social Communication,https://jornalnopintcha.gw/2025/06/27/bissau-e-abidjan-reforcam-relacoes-no-dominio-da-comunicacao-social/,"- Guinea-Bissau and Ivory Coast signed an agreement to enhance cooperation in social communication, including media exchanges, audiovisual archiving, training, and digital transition.
- The pact was signed during the Abidjan International Audiovisual Content Fair, following a March official visit by Guinea-Bissau's Minister of Social Communication.
- The agreement aims to strengthen South-South cooperation, promote African cultural identity, and develop a more robust audiovisual sector in both countries."
"January 23, 2026",Guyana,Stabroek News,US prosecutor Smith tells Congress Trump ‘willfully’ broke laws,https://www.stabroeknews.com/2026/01/22/news/world/us-prosecutor-smith-tells-congress-trump-willfully-broke-laws/,"- Former U.S. Special Counsel Jack Smith testified before Congress that Donald Trump ""willfully"" broke laws, including efforts to stay in power after losing the 2020 election.
- Smith detailed investigations into Trump's attempts to overturn the election and mishandling classified documents, which he dropped after Trump’s 2024 re-election.
- Republicans criticized Smith’s investigation as politically motivated, while Democrats praised him as a dedicated prosecutor following the evidence."
"January 23, 2026",Hungary,Index.hu,Breakthrough in the War: Ukraine and America Present a Surprising Three-Party Proposal at the First Summit,https://dex.hu/x.php?id=inxcl&url=https%3A%2F%2Findex.hu%2Fkulfold%2F2026%2F01%2F23%2Fhaboru-orosz-ukran-konfliktus-volodimir-zelenszkij-vlagyimir-putyin-donald-trump-beketargyalas-nato-europai-unio-amerika%2F,"- Ukraine and the US are considering a proposal for Moscow to cease attacks on Ukrainian energy infrastructure in exchange for Ukraine stopping attacks on Russian oil facilities and ships.
- The proposal is under discussion, but Russian President Putin is unlikely to accept it, and Ukraine remains hesitant due to successful drone attacks on Russian oil and gas facilities.
- Representatives from Ukraine, Russia, and the US are scheduled to meet in Abu Dhabi to discuss ending the war, marking a significant diplomatic development."
"January 23, 2026",Indonesia,Kompas,The reason Prabowo allows Danantara to recruit foreign nationals to lead state-owned enterprises: Want the best ideas from around the world,https://nasional.kompas.com/read/2026/01/23/11203811/alasan-prabowo-izinkan-danantara-rekrut-wna-pimpin-bumn-ingin-pemikiran?source=headline,Summary not available.
"January 23, 2026",Iraq,Shafaq News,"Iraq security sweep: Border inspections, arrests, killings",https://shafaq.com/en/Security/Iraq-security-sweep-Border-inspections-arrests-killings,"- Iraq conducted a security operation involving border inspections, arrests, and killings to combat ongoing threats.
- Authorities transferred ISIS suspects from Syria to Iraq and seized illegal goods, including ration flour.
- Several violent incidents occurred, including a family murder, armed attack, and arrests of criminal suspects."
"January 23, 2026",Israel,Haaretz,Trump: Armada Heading to Iran; US Officials: Warships to Arrive in Mideast Soon,https://www.haaretz.com/israel-news/2026-01-23/ty-article-live/trump-says-armada-heading-to-iran-u-s-officials-warships-will-arrive-in-mideast-soon/0000019b-e8d5-d4bd-a3db-fbf7b7c30000?liveBlogItemId=1363229487#1363229487,"- President Trump announced a U.S. ""armada"" is heading toward Iran, with warships expected to arrive in the Middle East soon, amid heightened tensions.
- U.S. officials confirmed the deployment of an aircraft carrier and destroyers to the region, aiming to bolster defense and prepare for potential military action.
- Trump expressed hope that military force would not be necessary, while warning Iran against cracking down on protesters and restarting its nuclear program."
"January 23, 2026",Jamaica,The Gleaner,‘Where’s my girl?’,https://jamaica-gleaner.com/article/lead-stories/20260123/wheres-my-girl,"- Constable Noel Maitland was found guilty of murdering Donna-Lee Donaldson, a 24-year-old social media personality who disappeared in July 2022; her body has never been recovered.
- Donna-Lee's mother, Sophia Lugg, expressed relief at the verdict but said she still seeks closure about her daughter's whereabouts.
- Maitland's defense announced plans to appeal the verdict, and he appeared emotional and stunned in court after the guilty ruling."
"January 23, 2026",Japan,NHK,Each region continues to experience heavy snowfall.,https://news.web.nhk/newsweb/na/na-k10015033391000,"- Heavy snowfall continues across Japan's Sea of Japan side due to a strong winter pressure system, with significant snow accumulation and potential disruptions.
- Snowfall is expected to intensify again between January 24-25, raising concerns about transportation and road safety.
- Authorities are warning the public to stay alert for possible travel delays and accidents caused by ongoing and upcoming snowstorms."
"January 23, 2026",Kazakhstan,Kazinform,Bacteria and viruses evolve differently in space environment,https://qazinform.com/news/bacteria-and-viruses-evolve-differently-in-space-environment-b90890,"- A study on the International Space Station found that bacteria and viruses, specifically bacteriophages infecting E. coli, evolve differently in microgravity, with space conditions enhancing their infectivity and resistance.
- Space-grown bacteria and phages develop unique mutations, leading to potential new insights for combating drug-resistant infections on Earth.
- Researchers suggest that studying microbial adaptation in space could help engineer more effective treatments against resistant pathogens."
"January 23, 2026",Kenya,Nation Media Group,Siblings' death days before US return: 10 things we know,https://www.nation.co.ke/kenya/news/death-days-before-us-return-10-things-we-know-about-siblings-who-died-in-gilgil-crash-5334836,"- The article's content is inaccessible due to a website security block.
- The headline indicates a story about siblings who died days before returning to the US.
- No additional details are available from the provided text."
"January 23, 2026",Kiribati,Pacific Media Network (PMN),"The main headline of the day is: ""Kiribati man, Tauranga grandma and child among those missing or dead after New Zealand storms.",https://pmn.co.nz/,"- A Kiribati man, a Tauranga grandmother, and a child are among those missing or confirmed dead after severe storms in New Zealand.  
- The storms caused significant damage and led to search and rescue efforts across affected areas.  
- Authorities are investigating the incidents and urging caution as weather conditions remain challenging."
"January 23, 2026",Kuwait,Kuwait Times,Zionists move its ‘Yellow Line’ deeper into a shattered Gaza neighborhood,https://kuwaittimes.com/article/38804/top-stories/zionists-move-its-yellow-line-deeper-into-a-shattered-gaza-neighborhood/,"- Israel has moved its demarcation line (""Yellow Line"") further into Gaza, destroying buildings and displacing residents, violating a US-backed ceasefire agreement.
- Satellite imagery shows the expansion of Israeli-controlled territory and the construction of military fortifications near Gaza's border.
- The expansion has caused thousands of Palestinians to flee, reducing Gaza to a narrow strip under Hamas control, raising concerns of de facto territorial partition."
"January 23, 2026",Kyrgyzstan,24.kg,The country's total debt has reached 8 billion 850.12 million dollars.,https://24.kg/ekonomika/358941_gosdolg_kyirgyizstana_dostig_8milliardov_85012_milliona_minfin/,"- Kyrgyzstan's total government debt reached approximately $8.85 billion as of November 2025.
- The majority of the debt is long-term domestic bonds ($3.53 billion) and loans from China's Export-Import Bank ($1.5 billion).
- The debt accounts for about 43.5% of the country's GDP, according to the Ministry of Finance."
"January 23, 2026",Laos,Vientiane Times,Foreign trade exceeds US$19 billion in 2025,https://vientianetimes.org.la/freefreenews/freecontent_016_foreign_y26.php,"- Laos' foreign trade reached over US$19.2 billion in 2025, with a trade deficit of around US$88 million excluding electricity exports.
- Electricity exports remain vital, contributing over US$2 billion annually, with China as the largest trading partner after excluding electricity sales.
- Key exports include electrical equipment, gold, and potash, while imports mainly consist of fuel, vehicles, and precious materials."
"January 23, 2026",Latvia,Delfi,"Shilov wins over former competitor, Balinski sets career record",https://www.delfi.lv/sports/16978259/hokejs/120103505/silovam-teicama-spele-edmontona-balinskim-karjeras-lielakais-speles-laiks,"- Artūrs Šilovs' team, the Pittsburgh Penguins, defeated the Edmonton Oilers 6-2, with Šilovs making 30 saves and contributing to the victory.
- Uvis Balinskis set a career-high playing 23 minutes and 3 seconds for the Florida Panthers in a shootout win over the Winnipeg Jets.
- Daniil Tarasov starred for the Columbus Blue Jackets with 17 saves in a 1-0 victory over the Dallas Stars."
